Id,SalePrice
2411,112548.55
2412,149228.52
2413,120880.23
2414,148462.94
2415,131351.87
2416,124395.76
2417,126863.77
2418,132944.97
2419,112369.03
2420,121403.54
2421,138960.39
2422,110424.86
2423,105290.69
2424,153016.28
2425,231012.53
2426,140146.37
2427,116233.39
2428,181189.68
2429,115604.53
2430,134962.37
2431,108679.88
2432,137179.49
2433,137758.45
2434,131786.83
2435,150913.65
2436,100580.87
2437,105046.74
2438,119685.4
2439,114332.75
2440,122554.67
2441,106256.36
2442,105530.24
2443,127855.23
2444,131613.32
2445,85861.48
2446,127418.16
2447,193112.4
2448,132635.54
2449,107459.45
2450,152908.0
2451,128788.39
2452,191985.41
2453,91345.72
2454,122301.6
2455,128619.93
2456,129250.35
2457,126371.44
2458,122008.71
2459,104878.77
2460,135511.93
2461,121138.07
2462,129692.83
2463,114439.6
2464,177662.22
2465,127537.64
2466,105252.43
2467,149287.9
2468,86684.33
2469,84833.78
2470,202341.97
2471,234726.79
2472,160087.38
2473,117484.15
2474,81311.02
2475,242503.69
2476,112652.83
2477,116744.84
2478,160853.49
2479,104232.28
2480,147658.26
2481,115157.63
2482,128454.73
2483,109214.75
2484,121601.45
2485,126438.62
2486,143820.3
2487,183711.7
2488,169603.83
2489,155800.33
2490,146970.63
2491,97742.42
2492,182797.61
2493,144917.62
2494,150471.38
2495,98266.88
2496,249442.44
2497,149675.48
2498,105281.83
2499,92487.67
2500,127143.32
2501,131315.17
2502,150448.19
2503,96376.11
2504,206770.29
2505,220855.79
2506,251875.17
2507,301952.12
2508,251281.53
2509,216278.35
2510,225825.0
2511,181166.24
2512,203134.39
2513,222439.0
2514,253289.97
2515,141745.07
2516,173325.08
2517,146952.88
2518,148917.25
2519,213502.89
2520,209908.99
2521,188545.38
2522,228071.73
2523,122529.58
2524,131781.01
2525,149627.15
2526,130170.73
2527,109262.67
2528,123756.95
2529,127626.44
2530,128086.39
2531,259637.42
2532,231206.93
2533,197257.09
2534,226988.19
2535,310731.53
2536,243804.22
2537,230849.74
2538,181067.98
2539,190629.19
2540,175638.47
2541,187073.88
2542,155170.69
2543,127012.2
2544,116689.98
2545,130551.44
2546,138973.58
2547,152607.92
2548,152683.23
2549,162118.34
2550,1786599.98
2551,139795.56
2552,129846.21
2553,72377.62
2554,99718.73
2555,124233.56
2556,99238.18
2557,107049.87
2558,155162.27
2559,113616.86
2560,140307.25
2561,140287.12
2562,122095.46
2563,137671.76
2564,178430.09
2565,126816.7
2566,134592.92
2567,116543.09
2568,189050.24
2569,196358.39
2570,129645.08
2571,167904.84
2572,161300.23
2573,212659.19
2574,257685.47
2575,129199.24
2576,122172.35
2577,126498.33
2578,95710.97
2579,65266.62
2580,109551.61
2581,133552.84
2582,134471.67
2583,262822.44
2584,178109.63
2585,186996.86
2586,228022.84
2587,214067.21
2588,143398.89
2589,156065.49
2590,216495.82
2591,239809.22
2592,211379.96
2593,236828.3
2594,182225.02
2595,196601.45
2596,310577.02
2597,183517.12
2598,280085.34
2599,324812.86
2600,158511.1
2601,142158.64
2602,91579.94
2603,100204.02
2604,92334.49
2605,88553.33
2606,141597.01
2607,211725.66
2608,217683.28
2609,171788.69
2610,108830.58
2611,133438.73
2612,163793.43
2613,134660.49
2614,124908.3
2615,147509.49
2616,156170.11
2617,184561.53
2618,204623.58
2619,218998.18
2620,188257.67
2621,176541.3
2622,184372.51
2623,236972.79
2624,291269.87
2625,292235.04
2626,180765.51
2627,164158.3
2628,413315.42
2629,449965.07
2630,318743.13
2631,453163.23
2632,369370.15
2633,283310.59
2634,396207.83
2635,163239.55
2636,195811.0
2637,171320.09
2638,263996.72
2639,194888.77
2640,159281.01
2641,101037.0
2642,185182.65
2643,116659.65
2644,134680.79
2645,121710.6
2646,108893.26
2647,117219.47
2648,149120.4
2649,152743.81
2650,147925.67
2651,142612.97
2652,400895.46
2653,253752.46
2654,237458.44
2655,382877.38
2656,304077.96
2657,328345.69
2658,275359.56
2659,283949.22
2660,329660.58
2661,337226.39
2662,342490.34
2663,294262.82
2664,249806.11
2665,309562.72
2666,262062.49
2667,173481.27
2668,182822.06
2669,177226.86
2670,279088.31
2671,185247.04
2672,193547.04
2673,210737.45
2674,219826.62
2675,164013.32
2676,193503.23
2677,207277.74
2678,253665.32
2679,271045.09
2680,281689.54
2681,394535.58
2682,326131.05
2683,538844.22
2684,302023.08
2685,328171.1
2686,250466.55
2687,304637.37
2688,218900.82
2689,196878.53
2690,465266.32
2691,181386.9
2692,137127.07
2693,197341.56
2694,138525.69
2695,196887.27
2696,187381.83
2697,188200.86
2698,199304.84
2699,174371.96
2700,151335.45
2701,153811.36
2702,114516.51
2703,139338.91
2704,148056.21
2705,114465.28
2706,115348.97
2707,126120.79
2708,126620.84
2709,107128.15
2710,125589.64
2711,314390.43
2712,398173.16
2713,170159.9
2714,150813.69
2715,160800.73
2716,149258.07
2717,193603.07
2718,220878.93
2719,152668.27
2720,193467.71
2721,132380.05
2722,161338.93
2723,165030.25
2724,122509.42
2725,127028.7
2726,143118.67
2727,197139.4
2728,168366.01
2729,145018.49
2730,143372.35
2731,128588.47
2732,120332.2
2733,171751.67
2734,155471.75
2735,126350.92
2736,140808.02
2737,119466.11
2738,138303.69
2739,159499.95
2740,141153.35
2741,134092.48
2742,154723.51
2743,150004.36
2744,164033.3
2745,156162.75
2746,129419.23
2747,138102.42
2748,118220.08
2749,126666.51
2750,124288.52
2751,129731.32
2752,212996.48
2753,155940.05
2754,259345.14
2755,129168.47
2756,98605.83
2757,76694.0
2758,91567.27
2759,149865.85
2760,113303.2
2761,138299.19
2762,143086.05
2763,221129.15
2764,150292.08
2765,317648.59
2766,127170.81
2767,76936.05
2768,115811.1
2769,121534.96
2770,154265.25
2771,112276.35
2772,106772.48
2773,150403.43
2774,137832.11
2775,121917.24
2776,138548.77
2777,138809.67
2778,127030.75
2779,107746.63
2780,106710.48
2781,100875.87
2782,93774.26
2783,89374.39
2784,120468.41
2785,125920.68
2786,72663.13
2787,126096.18
2788,73971.63
2789,175918.57
2790,95387.58
2791,108429.39
2792,69041.83
2793,157751.5
2794,88958.21
2795,116642.33
2796,91325.37
2797,213141.23
2798,109300.8
2799,117288.58
2800,74274.95
2801,113912.67
2802,126604.23
2803,175122.65
2804,126562.79
2805,103277.0
2806,84084.69
2807,165873.26
2808,143868.27
2809,130289.6
2810,131992.4
2811,155827.04
2812,164775.02
2813,160587.83
2814,163788.81
2815,99581.38
2816,241409.48
2817,145241.46
2818,129402.38
2819,173407.58
2820,129707.1
2821,112309.17
2822,190098.86
2823,366995.39
2824,172664.4
2825,147926.46
2826,134279.37
2827,136148.34
2828,232743.99
2829,223995.07
2830,237127.71
2831,185781.55
2832,257042.62
2833,271271.68
2834,211626.91
2835,219186.19
2836,190803.82
2837,173333.64
2838,149532.81
2839,173803.12
2840,202428.4
2841,199829.57
2842,230085.98
2843,148627.38
2844,165435.31
2845,127160.39
2846,204466.17
2847,199164.14
2848,228122.99
2849,201275.67
2850,287834.03
2851,224204.35
2852,241163.21
2853,237807.05
2854,142982.67
2855,209774.42
2856,197753.41
2857,187868.33
2858,206072.99
2859,116893.55
2860,123066.69
2861,134537.87
2862,203630.14
2863,130627.67
2864,251772.34
2865,141857.17
2866,175060.91
2867,96677.03
2868,108434.28
2869,111231.48
2870,129141.98
2871,84564.17
2872,59382.67
2873,104547.31
2874,129464.0
2875,126325.69
2876,170226.35
2877,131010.47
2878,151641.95
2879,131798.58
2880,100255.75
2881,131194.91
2882,148111.32
2883,168235.04
2884,181706.81
2885,154630.2
2886,221308.78
2887,110941.3
2888,129427.81
2889,67825.22
2890,83105.85
2891,136479.62
2892,68727.94
2893,96138.3
2894,67301.61
2895,278575.73
2896,261087.63
2897,206112.0
2898,164232.05
2899,210382.54
2900,168242.85
2901,207823.85
2902,193974.51
2903,329368.64
2904,341736.11
2905,84448.99
2906,214968.05
2907,118619.96
2908,131144.83
2909,155092.75
2910,85133.45
2911,92142.17
2912,145495.59
2913,97279.39
2914,85869.94
2915,94196.42
2916,97334.2
2917,190714.51
2918,112151.73
2919,239179.12
